session_title,session_abbreviation,session_type,session_topic,session_date,session_time_start,session_time_end,session_location,session_details,session_chair,abstract_title,abstract_time_start,abstract_time_end,authors,abstract_status,abstract_sort_order
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",Solar and Stellar Flares over Time: Effects on Hosted Planets,10:40 AM,10:50 AM,E. F. Guinan*; L. E. DeWarf; S. G. Engle; J. Gropp,Sessioned,5
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",Migration of two massive planets into (and out of) mean motion resonances,10:50 AM,11:00 AM,K. Deck*; K. Batygin,withdrawn,6
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",Dynamical Constraints on the Core Mass of Hot Jupiter HAT-P-13b,11:00 AM,11:10 AM,P. B. Buhler*; H. Knutson; K. Batygin; B. J. Fulton; A. S. Burrows; J. J. Fortney,Sessioned,7
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington","Diagnostics of models and observations in the contexts of exoplanets, brown dwarfs, and very low-mass stars.",11:10 AM,11:30 AM,T. Kopytova*,Sessioned,8
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",Strong Magnetic Fields Are Common in Stellar Cores,10:00 AM,10:10 AM,M. Cantiello*; D. Stello; J. Fuller; L. Bildsten; R. Garcia; D. Huber; T. Bedding; V. Silva Aguirre,withdrawn,1
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",Binaries at Birth: Stellar multiplicity in embedded clusters from radial velocity variations in the IN-SYNC survey,10:10 AM,10:20 AM,K. O. Jaehnig*; K. Stassun; J. C. Tan; K. R. Covey; N. Da Rio,Sessioned,2
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",Signatures of planet formation in high-precision elemental abundances of twin stars,10:20 AM,10:30 AM,I. Ramirez*,Sessioned,3
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",The EREBOS Project: Determining the Influence of Substellar Objects on Stellar Evolution,10:30 AM,10:40 AM,B. Barlow*; V. Schaffenroth; R. Catalan-Hurtado,Sessioned,4
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",High-resolution analysis of carbon-enhanced metal-poor stars with Magellan,10:40 AM,10:50 AM,C. R. Kennedy*; V. M. Placco; T. C. Beers,Sessioned,5
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",The Frequency of Lithium-Rich Giants in Globular Clusters,10:50 AM,11:00 AM,E. N. Kirby*; P. Guhathakurta; A. J. Zhang; J. Hong; M. Guo; R. Guo; J. G. Cohen; K. M. Cunha,Sessioned,6
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",The asteroseismic signature of strong magnetic fields in the cores of red giant stars,11:00 AM,11:10 AM,J. Fuller*; M. Cantiello; D. Stello; R. Garcia; L. Bildsten,Sessioned,7
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",First results from the Bulge Asymmetries and Dynamic Evolution survey,11:10 AM,11:20 AM,Y. Pihlstrom*; L. Sjouwerman; R. M. Rich; M. J. Claussen; M. Morris,Sessioned,8
Formation and Evolution of Stars and Stellar Systems,404,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Todd Henry, thenry@astro.gsu.edu, RECONS",Probing the dusty inhabitants of the Local Group Galaxies: JWST/MIRI colors of infrared stellar populations,11:20 AM,11:30 AM,O. Jones*; M. Meixner,Sessioned,9
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",A Unified View of X-ray Absorbers in AGNs and XRBs with MHD Winds,10:00 AM,10:10 AM,K. Fukumura*; D. Kazanas; C. R. Shrader; F. Tombesi; E. Behar; J. Contopoulos,Sessioned,1
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",Giant Rapid X-ray Flares in Extragalactic Globular Clusters,10:10 AM,10:20 AM,J. Irwin*; W. P. Maksym; A. J. Romanowsky; J. Strader; D. Lin,Sessioned,2
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",X-ray Emission from Early Universe Analog Galaxies,10:20 AM,10:40 AM,M. Brorby*; P. Kaaret; A. H. Prestwich; I. F. Mirabel; H. Feng,Sessioned,3
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",The Fermi Gamma-ray Burst Monitor as a Transient Monitor,10:40 AM,10:50 AM,C. A. Wilson-Hodge*,Sessioned,4
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",Revelations of X-ray spectral analysis of the enigmatic black hole binary GRS 1915+105,10:50 AM,11:10 AM,C. Peris*; R. A. Remillard; J. Steiner; S. D. Vrtilek; P. Varniere; J. Rodriguez; G. Pooley,Sessioned,5
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",Analysis of the iron Kα line from 4U 1728-34 with NuSTAR and Swift,11:10 AM,11:20 AM,C. Sleator*; J. Tomsick; A. L. King; J. M. Miller; S. E. Boggs,Sessioned,6
Gamma Ray and X-ray Binary Systems,411,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sarasota (Gaylord Palms Resort and Convention Center),,"Chair: Theo Ten Brummelaar, theo@chara-array.org, Georgia State Univ.",The energy dependence of quasi periodic oscillations in GRS 1915+105,11:20 AM,11:30 AM,J. Van Den Eijnden*; A. Ingram; P. Uttley,Sessioned,7
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",Mapping Magnetic Fields in Star Forming Regions with BLASTPol,10:00 AM,10:10 AM,L. M. Fissel*; P. Ade; F. E. Angilè; P. Ashton; S. J. Benton; M. J. Devlin; B. Dober; Y. Fukui; N. B. Galitzki; N. Gandilo; J. Klein; Z. Li; A. Korotkov; P. G. Martin; T. Matthews; L. Moncelsi; f. nakamura; C. Netterfield; G. Novak; E. Pascale; F. Poidevin; F. Pereira Santos; G. Savini; D. Scott; J. Shariff; J. D. Soler; N. Thomas; c. tucker; G. S. Tucker; D. Ward-Thompson,Sessioned,1
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",Mid Infrared H2 lines- a new direct tracer for total molecular gas content in galaxies,10:10 AM,10:30 AM,A. Togi*; J. T. Smith,Sessioned,2
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",Helium Ionization in the Diffuse Ionized Gas surrounding Ultra-compact HII regions,10:30 AM,10:40 AM,D. Roshi*; E. B. Churchwell,Sessioned,3
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",A New Mass Conversion Law for CO Observations,10:40 AM,10:50 AM,P. J. Barnes*; E. Muller,Sessioned,4
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",The Tilt of the Galactic Mid-Plane,10:50 AM,11:00 AM,L. D. Anderson*,Sessioned,5
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",An X-ray and Infrared Hunt for New Candidate Galactic OB Stars,11:00 AM,11:10 AM,M. S. Povich*; M. J. Alexander; H. Busk; R. J. Hanes; E. Feigelson; M. V. McSwain; L. K. Townsley,Sessioned,6
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",High-Mass Star Formation in the Outer Scutum-Centaurus Arm,11:10 AM,11:20 AM,W. P. Armentrout*; L. D. Anderson; D. S. Balser; T. M. Bania; T. M. Dame; T. Wenger,Sessioned,7
"Molecular Clouds, HII Regions, Interstellar Medium I",409,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Joseph Lazio, Joseph.Lazio@jpl.nasa.gov, Jet Propulsion Laboratory",The Bane of Column Density Analysis and What Good It Can Do for Us,11:20 AM,11:30 AM,H. H. Chen*; A. A. Goodman; B. K. Burkhart; P. C. Myers; D. C. Collins; A. M. Meisner; K. I. Lee,Sessioned,8
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",The Star Formation Rate Efficiency of Atomic-dominated Hydrogen Gas from z~1 to z~3,10:00 AM,10:10 AM,M. Rafelski*; J. P. Gardner; H. I. Teplitz; M. Neeleman; M. Fumagalli,Sessioned,1
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",The Formation of Bulges and Disks in the CANDELS survey,10:10 AM,10:20 AM,C. Conselice*; B. Margalef-Bentabol,Sessioned,2
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University","Galaxy Proto-clusters as an Interface Between Structure, Cluster, and Galaxy Formation",10:20 AM,10:40 AM,Y. Chiang*,Sessioned,3
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",Rest-frame Optical Properties of L ≈ 0.1 L* Lyα-selected Galaxies at 2 < z < 3,10:40 AM,10:50 AM,R. Trainor*; S. M. Oden,withdrawn,4
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",UV Absorption Lines as Metallicity Estimator and the Metal Content of Star-forming Galaxies at z=5,10:50 AM,11:00 AM,A. Faisst*; P. L. Capak; I. Davidson; Y. Kakazu; M. Salvato; C. Laigle; M. Onodera; D. Masters,Sessioned,5
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",The Impossibly Early Galaxy Problem,11:00 AM,11:10 AM,C. L. Steinhardt*; P. L. Capak; D. Masters; J. S. Speagle,Sessioned,6
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",The Atacama Cosmology Telescope: Spectroscopic Redshifts for Dusty Star-Forming Galaxies,11:10 AM,11:20 AM,A. J. Baker*; M. Yun; G. Wilson; T. Su; J. Rivera; A. I. Harris; D. T. Frayer; I. Aretxaga; M. J. Devlin; M. B. Gralla; K. Hall; M. Halpern; D. Hughes; J. P. Hughes; C. R. Keeton; T. Marriage; A. Montana; D. Sanchez; A. S. Tagore; Y. Tang; A. Weiss,Sessioned,7
Physical Properties of High Redshift Galaxies,401,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Katherine Whitaker, kwhitaker@astro.umass.edu, Yale University",Cosmic Evolution of X-ray Binary Populations: Probes of Changing Chemistry and Aging Stellar Populations in the Universe,11:20 AM,11:30 AM,B. Lehmer*; A. Basu-Zych; S. Mineo; W. N. Brandt; R. T. Eufrasio; T. Fragos; A. E. Hornschemeier; B. Luo; Y. Xue; F. E. Bauer; M. Gilfanov; V. Kalogera; P. Ranalli; D. P. Schneider; O. Shemmer; P. Tozzi; J. Trump; C. Vignali; J. Wang; M. Yukita; A. Zezas,Sessioned,8
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Finally Here - The launch of LISA Pathfinder and the road to detecting Gravitational Waves in space,10:00 AM,10:10 AM,J. Thorpe*,Sessioned,1
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",NASA’s Preparations for ESA’s L3 Gravitational Wave Mission,10:10 AM,10:20 AM,R. T. Stebbins*,Sessioned,2
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Evaluation of new technologies for the LISA gravitational reference sensor using the UF torsion pendulum,10:20 AM,10:30 AM,J. Conklin*; A. Chilton; T. Olatunde; S. Apple; M. Aitken; G. Ciani; G. Mueller,Sessioned,3
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Rate and Followup of Advanced LIGO-Virgo Events,10:30 AM,10:50 AM,H. Chen*; D. Holz,Sessioned,4
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",An Automated Search for Gravitationally Lensed Quasars in the Sloan Digital Sky Survey,10:50 AM,11:00 AM,P. Sivakumar*; J. N. Sivakumar; P. J. Nebres,Sessioned,5
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Investigating Parameter Space for Resonant Stellar Absorption of Gravitational Waves,11:00 AM,11:10 AM,K. S. Ford*; B. McKernan; S. Blackburn,Sessioned,6
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Multi-Messenger Sources For Pulsar Timing Arrays,11:10 AM,11:20 AM,J. Simon*; S. Spolaor,Sessioned,7
"Relativistic Astrophysics, Gravitational Lenses & Waves",405,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Curtis McCully, cmccully@lcogt.net, Rutgers, The State University of New Jersey",Towards robust detection of gravitational waves by pulsar timing,11:20 AM,11:30 AM,N. J. Cornish*; L. Sampson,Sessioned,8
Structure and Physics of Galaxies at z<~0.2,408,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Kartik Sheth, kartik.sheth@nasa.gov, NRAO",GAMA: Stellar Mass Assembly in Galaxy Bulges and Disks,10:00 AM,10:10 AM,A. J. Moffett*; S. P. Driver; R. Lange; A. Robotham; L. Kelvin,Sessioned,1
Structure and Physics of Galaxies at z<~0.2,408,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Kartik Sheth, kartik.sheth@nasa.gov, NRAO",The Evolution of Galaxies (via SF activity and gas content) versus Environment,10:10 AM,10:30 AM,R. Cybulski*; M. Yun,Sessioned,2
Structure and Physics of Galaxies at z<~0.2,408,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Kartik Sheth, kartik.sheth@nasa.gov, NRAO",Demographics of Isolated Galaxies along the Hubble Sequence,10:30 AM,10:40 AM,H. Khim*; S. Yi; J. Park; S. Seo; J. Lee; R. Smith,Sessioned,3
Structure and Physics of Galaxies at z<~0.2,408,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Kartik Sheth, kartik.sheth@nasa.gov, NRAO",Toward the Distribution of Orbital Parameters of Nearby Major Galaxy Mergers,10:40 AM,11:00 AM,S. Mortazavi Karvani*,Sessioned,4
Structure and Physics of Galaxies at z<~0.2,408,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Kartik Sheth, kartik.sheth@nasa.gov, NRAO","Why do the HIghMass Galaxies Have so Much Gas?: Studying Massive, Gas-Rich Galaxies at z~0 with Resolved HI and H2",11:00 AM,11:10 AM,G. L. Hallenbeck*,Sessioned,5
The Cosmic History of Light: New Results and Future Outlook,412,Special Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola 5 (Gaylord Palms Resort and Convention Center),,"Organizer: Marco Ajello, majello@clemson.edu, Clemson",Probing The Cosmic History of Light With High-Energy Gamma Rays,10:00 AM,10:06 AM,D. Hartmann*,Sessioned,1
